csvbase_row_id,licenseId,name,isOsiApproved,isFsfLibre,isDeprecatedLicenseId,detailsUrl,referenceNumber,reference,seeAlso
456,Newsletr,Newsletr License,False,,False,https://spdx.org/licenses/Newsletr.json,500,https://spdx.org/licenses/Newsletr.html,['https://fedoraproject.org/wiki/Licensing/Newsletr']
457,NGPL,Nethack General Public License,True,,False,https://spdx.org/licenses/NGPL.json,170,https://spdx.org/licenses/NGPL.html,['https://opensource.org/licenses/NGPL']
458,NICTA-1.0,"NICTA Public Software License, Version 1.0",False,,False,https://spdx.org/licenses/NICTA-1.0.json,485,https://spdx.org/licenses/NICTA-1.0.html,['https://opensource.apple.com/source/mDNSResponder/mDNSResponder-320.10/mDNSPosix/nss_ReadMe.txt']
459,NIST-PD,NIST Public Domain Notice,False,,False,https://spdx.org/licenses/NIST-PD.json,193,https://spdx.org/licenses/NIST-PD.html,"['https://github.com/tcheneau/simpleRPL/blob/e645e69e38dd4e3ccfeceb2db8cba05b7c2e0cd3/LICENSE.txt', 'https://github.com/tcheneau/Routing/blob/f09f46fcfe636107f22f2c98348188a65a135d98/README.md']"
460,NIST-PD-fallback,NIST Public Domain Notice with license fallback,False,,False,https://spdx.org/licenses/NIST-PD-fallback.json,222,https://spdx.org/licenses/NIST-PD-fallback.html,"['https://github.com/usnistgov/jsip/blob/59700e6926cbe96c5cdae897d9a7d2656b42abe3/LICENSE', 'https://github.com/usnistgov/fipy/blob/86aaa5c2ba2c6f1be19593c5986071cf6568cc34/LICENSE.rst']"
461,NIST-Software,NIST Software License,False,,False,https://spdx.org/licenses/NIST-Software.json,252,https://spdx.org/licenses/NIST-Software.html,['https://github.com/open-quantum-safe/liboqs/blob/40b01fdbb270f8614fde30e65d30e9da18c02393/src/common/rand/rand_nist.c#L1-L15']
462,NLOD-1.0,Norwegian Licence for Open Government Data (NLOD) 1.0,False,,False,https://spdx.org/licenses/NLOD-1.0.json,285,https://spdx.org/licenses/NLOD-1.0.html,['http://data.norge.no/nlod/en/1.0']
463,NLOD-2.0,Norwegian Licence for Open Government Data (NLOD) 2.0,False,,False,https://spdx.org/licenses/NLOD-2.0.json,566,https://spdx.org/licenses/NLOD-2.0.html,['http://data.norge.no/nlod/en/2.0']
464,NLPL,No Limit Public License,False,,False,https://spdx.org/licenses/NLPL.json,366,https://spdx.org/licenses/NLPL.html,['https://fedoraproject.org/wiki/Licensing/NLPL']
465,Nokia,Nokia Open Source License,True,True,False,https://spdx.org/licenses/Nokia.json,145,https://spdx.org/licenses/Nokia.html,['https://opensource.org/licenses/nokia']
466,NOSL,Netizen Open Source License,False,True,False,https://spdx.org/licenses/NOSL.json,253,https://spdx.org/licenses/NOSL.html,['http://bits.netizen.com.au/licenses/NOSL/nosl.txt']
467,Noweb,Noweb License,False,,False,https://spdx.org/licenses/Noweb.json,35,https://spdx.org/licenses/Noweb.html,['https://fedoraproject.org/wiki/Licensing/Noweb']
468,NPL-1.0,Netscape Public License v1.0,False,True,False,https://spdx.org/licenses/NPL-1.0.json,210,https://spdx.org/licenses/NPL-1.0.html,['http://www.mozilla.org/MPL/NPL/1.0/']
469,NPL-1.1,Netscape Public License v1.1,False,True,False,https://spdx.org/licenses/NPL-1.1.json,594,https://spdx.org/licenses/NPL-1.1.html,['http://www.mozilla.org/MPL/NPL/1.1/']
470,NPOSL-3.0,Non-Profit Open Software License 3.0,True,,False,https://spdx.org/licenses/NPOSL-3.0.json,663,https://spdx.org/licenses/NPOSL-3.0.html,['https://opensource.org/licenses/NOSL3.0']
471,NRL,NRL License,False,,False,https://spdx.org/licenses/NRL.json,113,https://spdx.org/licenses/NRL.html,['http://web.mit.edu/network/isakmp/nrllicense.html']
472,NTP,NTP License,True,,False,https://spdx.org/licenses/NTP.json,389,https://spdx.org/licenses/NTP.html,['https://opensource.org/licenses/NTP']
473,NTP-0,NTP No Attribution,False,,False,https://spdx.org/licenses/NTP-0.json,67,https://spdx.org/licenses/NTP-0.html,['https://github.com/tytso/e2fsprogs/blob/master/lib/et/et_name.c']
474,Nunit,Nunit License,False,True,True,https://spdx.org/licenses/Nunit.json,30,https://spdx.org/licenses/Nunit.html,['https://fedoraproject.org/wiki/Licensing/Nunit']
475,O-UDA-1.0,Open Use of Data Agreement v1.0,False,,False,https://spdx.org/licenses/O-UDA-1.0.json,166,https://spdx.org/licenses/O-UDA-1.0.html,"['https://github.com/microsoft/Open-Use-of-Data-Agreement/blob/v1.0/O-UDA-1.0.md', 'https://cdla.dev/open-use-of-data-agreement-v1-0/']"
476,OAR,OAR License,False,,False,https://spdx.org/licenses/OAR.json,100,https://spdx.org/licenses/OAR.html,['https://sourceware.org/git/?p=newlib-cygwin.git;a=blob;f=newlib/libc/string/strsignal.c;hb=HEAD#l35']
477,OCCT-PL,Open CASCADE Technology Public License,False,,False,https://spdx.org/licenses/OCCT-PL.json,407,https://spdx.org/licenses/OCCT-PL.html,['http://www.opencascade.com/content/occt-public-license']
478,OCLC-2.0,OCLC Research Public License 2.0,True,,False,https://spdx.org/licenses/OCLC-2.0.json,467,https://spdx.org/licenses/OCLC-2.0.html,"['http://www.oclc.org/research/activities/software/license/v2final.htm', 'https://opensource.org/licenses/OCLC-2.0']"
479,ODbL-1.0,Open Data Commons Open Database License v1.0,False,True,False,https://spdx.org/licenses/ODbL-1.0.json,603,https://spdx.org/licenses/ODbL-1.0.html,"['http://www.opendatacommons.org/licenses/odbl/1.0/', 'https://opendatacommons.org/licenses/odbl/1-0/']"
480,ODC-By-1.0,Open Data Commons Attribution License v1.0,False,,False,https://spdx.org/licenses/ODC-By-1.0.json,14,https://spdx.org/licenses/ODC-By-1.0.html,['https://opendatacommons.org/licenses/by/1.0/']
481,OFFIS,OFFIS License,False,,False,https://spdx.org/licenses/OFFIS.json,417,https://spdx.org/licenses/OFFIS.html,['https://sourceforge.net/p/xmedcon/code/ci/master/tree/libs/dicom/README']
482,OFL-1.0,SIL Open Font License 1.0,False,True,False,https://spdx.org/licenses/OFL-1.0.json,604,https://spdx.org/licenses/OFL-1.0.html,['http://scripts.sil.org/cms/scripts/page.php?item_id=OFL10_web']
483,OFL-1.0-no-RFN,SIL Open Font License 1.0 with no Reserved Font Name,False,,False,https://spdx.org/licenses/OFL-1.0-no-RFN.json,542,https://spdx.org/licenses/OFL-1.0-no-RFN.html,['http://scripts.sil.org/cms/scripts/page.php?item_id=OFL10_web']
484,OFL-1.0-RFN,SIL Open Font License 1.0 with Reserved Font Name,False,,False,https://spdx.org/licenses/OFL-1.0-RFN.json,445,https://spdx.org/licenses/OFL-1.0-RFN.html,['http://scripts.sil.org/cms/scripts/page.php?item_id=OFL10_web']
485,OFL-1.1,SIL Open Font License 1.1,True,True,False,https://spdx.org/licenses/OFL-1.1.json,0,https://spdx.org/licenses/OFL-1.1.html,"['http://scripts.sil.org/cms/scripts/page.php?item_id=OFL_web', 'https://opensource.org/licenses/OFL-1.1']"
486,OFL-1.1-no-RFN,SIL Open Font License 1.1 with no Reserved Font Name,True,,False,https://spdx.org/licenses/OFL-1.1-no-RFN.json,125,https://spdx.org/licenses/OFL-1.1-no-RFN.html,"['http://scripts.sil.org/cms/scripts/page.php?item_id=OFL_web', 'https://opensource.org/licenses/OFL-1.1']"
487,OFL-1.1-RFN,SIL Open Font License 1.1 with Reserved Font Name,True,,False,https://spdx.org/licenses/OFL-1.1-RFN.json,90,https://spdx.org/licenses/OFL-1.1-RFN.html,"['http://scripts.sil.org/cms/scripts/page.php?item_id=OFL_web', 'https://opensource.org/licenses/OFL-1.1']"
488,OGC-1.0,"OGC Software License, Version 1.0",False,,False,https://spdx.org/licenses/OGC-1.0.json,501,https://spdx.org/licenses/OGC-1.0.html,['https://www.ogc.org/ogc/software/1.0']
489,OGDL-Taiwan-1.0,"Taiwan Open Government Data License, version 1.0",False,,False,https://spdx.org/licenses/OGDL-Taiwan-1.0.json,20,https://spdx.org/licenses/OGDL-Taiwan-1.0.html,['https://data.gov.tw/license']
490,OGL-Canada-2.0,Open Government Licence - Canada,False,,False,https://spdx.org/licenses/OGL-Canada-2.0.json,38,https://spdx.org/licenses/OGL-Canada-2.0.html,['https://open.canada.ca/en/open-government-licence-canada']
491,OGL-UK-1.0,Open Government Licence v1.0,False,,False,https://spdx.org/licenses/OGL-UK-1.0.json,496,https://spdx.org/licenses/OGL-UK-1.0.html,['http://www.nationalarchives.gov.uk/doc/open-government-licence/version/1/']
492,OGL-UK-2.0,Open Government Licence v2.0,False,,False,https://spdx.org/licenses/OGL-UK-2.0.json,555,https://spdx.org/licenses/OGL-UK-2.0.html,['http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/']
493,OGL-UK-3.0,Open Government Licence v3.0,False,,False,https://spdx.org/licenses/OGL-UK-3.0.json,584,https://spdx.org/licenses/OGL-UK-3.0.html,['http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/']
494,OGTSL,Open Group Test Suite License,True,,False,https://spdx.org/licenses/OGTSL.json,97,https://spdx.org/licenses/OGTSL.html,"['http://www.opengroup.org/testing/downloads/The_Open_Group_TSL.txt', 'https://opensource.org/licenses/OGTSL']"
495,OLDAP-1.1,Open LDAP Public License v1.1,False,,False,https://spdx.org/licenses/OLDAP-1.1.json,419,https://spdx.org/licenses/OLDAP-1.1.html,['http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=806557a5ad59804ef3a44d5abfbe91d706b0791f']
496,OLDAP-1.2,Open LDAP Public License v1.2,False,,False,https://spdx.org/licenses/OLDAP-1.2.json,486,https://spdx.org/licenses/OLDAP-1.2.html,['http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=42b0383c50c299977b5893ee695cf4e486fb0dc7']
497,OLDAP-1.3,Open LDAP Public License v1.3,False,,False,https://spdx.org/licenses/OLDAP-1.3.json,626,https://spdx.org/licenses/OLDAP-1.3.html,['http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=e5f8117f0ce088d0bd7a8e18ddf37eaa40eb09b1']
498,OLDAP-1.4,Open LDAP Public License v1.4,False,,False,https://spdx.org/licenses/OLDAP-1.4.json,47,https://spdx.org/licenses/OLDAP-1.4.html,['http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=c9f95c2f3f2ffb5e0ae55fe7388af75547660941']
499,OLDAP-2.0,Open LDAP Public License v2.0 (or possibly 2.0A and 2.0B),False,,False,https://spdx.org/licenses/OLDAP-2.0.json,536,https://spdx.org/licenses/OLDAP-2.0.html,['http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=cbf50f4e1185a21abd4c0a54d3f4341fe28f36ea']
500,OLDAP-2.0.1,Open LDAP Public License v2.0.1,False,,False,https://spdx.org/licenses/OLDAP-2.0.1.json,188,https://spdx.org/licenses/OLDAP-2.0.1.html,['http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=b6d68acd14e51ca3aab4428bf26522aa74873f0e']
501,OLDAP-2.1,Open LDAP Public License v2.1,False,,False,https://spdx.org/licenses/OLDAP-2.1.json,341,https://spdx.org/licenses/OLDAP-2.1.html,['http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=b0d176738e96a0d3b9f85cb51e140a86f21be715']
502,OLDAP-2.2,Open LDAP Public License v2.2,False,,False,https://spdx.org/licenses/OLDAP-2.2.json,347,https://spdx.org/licenses/OLDAP-2.2.html,['http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=470b0c18ec67621c85881b2733057fecf4a1acc3']
503,OLDAP-2.2.1,Open LDAP Public License v2.2.1,False,,False,https://spdx.org/licenses/OLDAP-2.2.1.json,211,https://spdx.org/licenses/OLDAP-2.2.1.html,['http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=4bc786f34b50aa301be6f5600f58a980070f481e']
504,OLDAP-2.2.2,Open LDAP Public License 2.2.2,False,,False,https://spdx.org/licenses/OLDAP-2.2.2.json,303,https://spdx.org/licenses/OLDAP-2.2.2.html,['http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=df2cc1e21eb7c160695f5b7cffd6296c151ba188']
505,OLDAP-2.3,Open LDAP Public License v2.3,False,True,False,https://spdx.org/licenses/OLDAP-2.3.json,276,https://spdx.org/licenses/OLDAP-2.3.html,['http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=d32cf54a32d581ab475d23c810b0a7fbaf8d63c3']
506,OLDAP-2.4,Open LDAP Public License v2.4,False,,False,https://spdx.org/licenses/OLDAP-2.4.json,110,https://spdx.org/licenses/OLDAP-2.4.html,['http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=cd1284c4a91a8a380d904eee68d1583f989ed386']
507,OLDAP-2.5,Open LDAP Public License v2.5,False,,False,https://spdx.org/licenses/OLDAP-2.5.json,658,https://spdx.org/licenses/OLDAP-2.5.html,['http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=6852b9d90022e8593c98205413380536b1b5a7cf']
508,OLDAP-2.6,Open LDAP Public License v2.6,False,,False,https://spdx.org/licenses/OLDAP-2.6.json,313,https://spdx.org/licenses/OLDAP-2.6.html,['http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=1cae062821881f41b73012ba816434897abf4205']
509,OLDAP-2.7,Open LDAP Public License v2.7,False,True,False,https://spdx.org/licenses/OLDAP-2.7.json,81,https://spdx.org/licenses/OLDAP-2.7.html,['http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=47c2415c1df81556eeb39be6cad458ef87c534a2']
510,OLDAP-2.8,Open LDAP Public License v2.8,True,,False,https://spdx.org/licenses/OLDAP-2.8.json,71,https://spdx.org/licenses/OLDAP-2.8.html,['http://www.openldap.org/software/release/license.html']
511,OLFL-1.3,Open Logistics Foundation License Version 1.3,True,,False,https://spdx.org/licenses/OLFL-1.3.json,213,https://spdx.org/licenses/OLFL-1.3.html,"['https://openlogisticsfoundation.org/licenses/', 'https://opensource.org/license/olfl-1-3/']"
512,OML,Open Market License,False,,False,https://spdx.org/licenses/OML.json,504,https://spdx.org/licenses/OML.html,['https://fedoraproject.org/wiki/Licensing/Open_Market_License']
513,OpenPBS-2.3,OpenPBS v2.3 Software License,False,,False,https://spdx.org/licenses/OpenPBS-2.3.json,159,https://spdx.org/licenses/OpenPBS-2.3.html,"['https://github.com/adaptivecomputing/torque/blob/master/PBS_License.txt', 'https://www.mcs.anl.gov/research/projects/openpbs/PBS_License.txt']"
514,OpenSSL,OpenSSL License,False,True,False,https://spdx.org/licenses/OpenSSL.json,443,https://spdx.org/licenses/OpenSSL.html,['http://www.openssl.org/source/license.html']
515,OpenSSL-standalone,OpenSSL License - standalone,False,,False,https://spdx.org/licenses/OpenSSL-standalone.json,633,https://spdx.org/licenses/OpenSSL-standalone.html,"['https://library.netapp.com/ecm/ecm_download_file/ECMP1196395', 'https://hstechdocs.helpsystems.com/manuals/globalscape/archive/cuteftp6/open_ssl_license_agreement.htm']"
516,OpenVision,OpenVision License,False,,False,https://spdx.org/licenses/OpenVision.json,588,https://spdx.org/licenses/OpenVision.html,"['https://github.com/krb5/krb5/blob/krb5-1.21.2-final/NOTICE#L66-L98', 'https://web.mit.edu/kerberos/krb5-1.21/doc/mitK5license.html', 'https://fedoraproject.org/wiki/Licensing:MIT#OpenVision_Variant']"
517,OPL-1.0,Open Public License v1.0,False,False,False,https://spdx.org/licenses/OPL-1.0.json,105,https://spdx.org/licenses/OPL-1.0.html,"['http://old.koalateam.com/jackaroo/OPL_1_0.TXT', 'https://fedoraproject.org/wiki/Licensing/Open_Public_License']"
518,OPL-UK-3.0,United    Kingdom Open Parliament Licence v3.0,False,,False,https://spdx.org/licenses/OPL-UK-3.0.json,15,https://spdx.org/licenses/OPL-UK-3.0.html,['https://www.parliament.uk/site-information/copyright-parliament/open-parliament-licence/']
519,OPUBL-1.0,Open Publication License v1.0,False,,False,https://spdx.org/licenses/OPUBL-1.0.json,262,https://spdx.org/licenses/OPUBL-1.0.html,"['http://opencontent.org/openpub/', 'https://www.debian.org/opl', 'https://www.ctan.org/license/opl']"
520,OSET-PL-2.1,OSET Public License version 2.1,True,,False,https://spdx.org/licenses/OSET-PL-2.1.json,306,https://spdx.org/licenses/OSET-PL-2.1.html,"['http://www.osetfoundation.org/public-license', 'https://opensource.org/licenses/OPL-2.1']"
521,OSL-1.0,Open Software License 1.0,True,True,False,https://spdx.org/licenses/OSL-1.0.json,305,https://spdx.org/licenses/OSL-1.0.html,['https://opensource.org/licenses/OSL-1.0']
522,OSL-1.1,Open Software License 1.1,False,True,False,https://spdx.org/licenses/OSL-1.1.json,112,https://spdx.org/licenses/OSL-1.1.html,['https://fedoraproject.org/wiki/Licensing/OSL1.1']
523,OSL-2.0,Open Software License 2.0,True,True,False,https://spdx.org/licenses/OSL-2.0.json,456,https://spdx.org/licenses/OSL-2.0.html,['http://web.archive.org/web/20041020171434/http://www.rosenlaw.com/osl2.0.html']
524,OSL-2.1,Open Software License 2.1,True,True,False,https://spdx.org/licenses/OSL-2.1.json,250,https://spdx.org/licenses/OSL-2.1.html,"['http://web.archive.org/web/20050212003940/http://www.rosenlaw.com/osl21.htm', 'https://opensource.org/licenses/OSL-2.1']"
525,OSL-3.0,Open Software License 3.0,True,True,False,https://spdx.org/licenses/OSL-3.0.json,431,https://spdx.org/licenses/OSL-3.0.html,"['https://web.archive.org/web/20120101081418/http://rosenlaw.com:80/OSL3.0.htm', 'https://opensource.org/licenses/OSL-3.0']"
526,PADL,PADL License,False,,False,https://spdx.org/licenses/PADL.json,44,https://spdx.org/licenses/PADL.html,['https://git.openldap.org/openldap/openldap/-/blob/master/libraries/libldap/os-local.c?ref_type=heads#L19-23']
527,Parity-6.0.0,The Parity Public License 6.0.0,False,,False,https://spdx.org/licenses/Parity-6.0.0.json,49,https://spdx.org/licenses/Parity-6.0.0.html,['https://paritylicense.com/versions/6.0.0.html']
528,Parity-7.0.0,The Parity Public License 7.0.0,False,,False,https://spdx.org/licenses/Parity-7.0.0.json,482,https://spdx.org/licenses/Parity-7.0.0.html,['https://paritylicense.com/versions/7.0.0.html']
529,PDDL-1.0,Open Data Commons Public Domain Dedication & License 1.0,False,,False,https://spdx.org/licenses/PDDL-1.0.json,207,https://spdx.org/licenses/PDDL-1.0.html,"['http://opendatacommons.org/licenses/pddl/1.0/', 'https://opendatacommons.org/licenses/pddl/']"
530,PHP-3.0,PHP License v3.0,True,,False,https://spdx.org/licenses/PHP-3.0.json,579,https://spdx.org/licenses/PHP-3.0.html,"['http://www.php.net/license/3_0.txt', 'https://opensource.org/licenses/PHP-3.0']"
531,PHP-3.01,PHP License v3.01,True,True,False,https://spdx.org/licenses/PHP-3.01.json,592,https://spdx.org/licenses/PHP-3.01.html,['http://www.php.net/license/3_01.txt']
532,Pixar,Pixar License,False,,False,https://spdx.org/licenses/Pixar.json,632,https://spdx.org/licenses/Pixar.html,"['https://github.com/PixarAnimationStudios/OpenSubdiv/raw/v3_5_0/LICENSE.txt', 'https://graphics.pixar.com/opensubdiv/docs/license.html', 'https://github.com/PixarAnimationStudios/OpenSubdiv/blob/v3_5_0/opensubdiv/version.cpp#L2-L22']"
533,pkgconf,pkgconf License,False,,False,https://spdx.org/licenses/pkgconf.json,17,https://spdx.org/licenses/pkgconf.html,['https://github.com/pkgconf/pkgconf/blob/master/cli/main.c#L8']
534,Plexus,Plexus Classworlds License,False,,False,https://spdx.org/licenses/Plexus.json,441,https://spdx.org/licenses/Plexus.html,['https://fedoraproject.org/wiki/Licensing/Plexus_Classworlds_License']
535,pnmstitch,pnmstitch License,False,,False,https://spdx.org/licenses/pnmstitch.json,503,https://spdx.org/licenses/pnmstitch.html,['https://sourceforge.net/p/netpbm/code/HEAD/tree/super_stable/editor/pnmstitch.c#l2']
536,PolyForm-Noncommercial-1.0.0,PolyForm Noncommercial License 1.0.0,False,,False,https://spdx.org/licenses/PolyForm-Noncommercial-1.0.0.json,565,https://spdx.org/licenses/PolyForm-Noncommercial-1.0.0.html,['https://polyformproject.org/licenses/noncommercial/1.0.0']
537,PolyForm-Small-Business-1.0.0,PolyForm Small Business License 1.0.0,False,,False,https://spdx.org/licenses/PolyForm-Small-Business-1.0.0.json,42,https://spdx.org/licenses/PolyForm-Small-Business-1.0.0.html,['https://polyformproject.org/licenses/small-business/1.0.0']
538,PostgreSQL,PostgreSQL License,True,,False,https://spdx.org/licenses/PostgreSQL.json,94,https://spdx.org/licenses/PostgreSQL.html,"['http://www.postgresql.org/about/licence', 'https://opensource.org/licenses/PostgreSQL']"
539,PPL,Peer Production License,False,False,False,https://spdx.org/licenses/PPL.json,457,https://spdx.org/licenses/PPL.html,"['https://wiki.p2pfoundation.net/Peer_Production_License', 'http://www.networkcultures.org/_uploads/%233notebook_telekommunist.pdf']"
540,PSF-2.0,Python Software Foundation License 2.0,False,,False,https://spdx.org/licenses/PSF-2.0.json,62,https://spdx.org/licenses/PSF-2.0.html,['https://opensource.org/licenses/Python-2.0']
541,psfrag,psfrag License,False,,False,https://spdx.org/licenses/psfrag.json,279,https://spdx.org/licenses/psfrag.html,['https://fedoraproject.org/wiki/Licensing/psfrag']
542,psutils,psutils License,False,,False,https://spdx.org/licenses/psutils.json,386,https://spdx.org/licenses/psutils.html,['https://fedoraproject.org/wiki/Licensing/psutils']
543,Python-2.0,Python License 2.0,True,True,False,https://spdx.org/licenses/Python-2.0.json,497,https://spdx.org/licenses/Python-2.0.html,['https://opensource.org/licenses/Python-2.0']
544,Python-2.0.1,Python License 2.0.1,False,,False,https://spdx.org/licenses/Python-2.0.1.json,453,https://spdx.org/licenses/Python-2.0.1.html,"['https://www.python.org/download/releases/2.0.1/license/', 'https://docs.python.org/3/license.html', 'https://github.com/python/cpython/blob/main/LICENSE']"
545,python-ldap,Python ldap License,False,,False,https://spdx.org/licenses/python-ldap.json,421,https://spdx.org/licenses/python-ldap.html,['https://github.com/python-ldap/python-ldap/blob/main/LICENCE']
546,Qhull,Qhull License,False,,False,https://spdx.org/licenses/Qhull.json,122,https://spdx.org/licenses/Qhull.html,['https://fedoraproject.org/wiki/Licensing/Qhull']
547,QPL-1.0,Q Public License 1.0,True,True,False,https://spdx.org/licenses/QPL-1.0.json,329,https://spdx.org/licenses/QPL-1.0.html,"['http://doc.qt.nokia.com/3.3/license.html', 'https://opensource.org/licenses/QPL-1.0', 'https://doc.qt.io/archives/3.3/license.html']"
548,QPL-1.0-INRIA-2004,Q Public License 1.0 - INRIA 2004 variant,False,,False,https://spdx.org/licenses/QPL-1.0-INRIA-2004.json,478,https://spdx.org/licenses/QPL-1.0-INRIA-2004.html,['https://github.com/maranget/hevea/blob/master/LICENSE']
549,radvd,radvd License,False,,False,https://spdx.org/licenses/radvd.json,182,https://spdx.org/licenses/radvd.html,['https://github.com/radvd-project/radvd/blob/master/COPYRIGHT']
550,Rdisc,Rdisc License,False,,False,https://spdx.org/licenses/Rdisc.json,129,https://spdx.org/licenses/Rdisc.html,['https://fedoraproject.org/wiki/Licensing/Rdisc_License']
551,RHeCos-1.1,Red Hat eCos Public License v1.1,False,False,False,https://spdx.org/licenses/RHeCos-1.1.json,372,https://spdx.org/licenses/RHeCos-1.1.html,['http://ecos.sourceware.org/old-license.html']
552,RPL-1.1,Reciprocal Public License 1.1,True,,False,https://spdx.org/licenses/RPL-1.1.json,368,https://spdx.org/licenses/RPL-1.1.html,['https://opensource.org/licenses/RPL-1.1']
553,RPL-1.5,Reciprocal Public License 1.5,True,,False,https://spdx.org/licenses/RPL-1.5.json,102,https://spdx.org/licenses/RPL-1.5.html,['https://opensource.org/licenses/RPL-1.5']
554,RPSL-1.0,RealNetworks Public Source License v1.0,True,True,False,https://spdx.org/licenses/RPSL-1.0.json,538,https://spdx.org/licenses/RPSL-1.0.html,"['https://helixcommunity.org/content/rpsl', 'https://opensource.org/licenses/RPSL-1.0']"
555,RSA-MD,RSA Message-Digest License,False,,False,https://spdx.org/licenses/RSA-MD.json,139,https://spdx.org/licenses/RSA-MD.html,['http://www.faqs.org/rfcs/rfc1321.html']
556,RSCPL,Ricoh Source Code Public License,True,,False,https://spdx.org/licenses/RSCPL.json,404,https://spdx.org/licenses/RSCPL.html,"['http://wayback.archive.org/web/20060715140826/http://www.risource.org/RPL/RPL-1.0A.shtml', 'https://opensource.org/licenses/RSCPL']"
557,Ruby,Ruby License,False,True,False,https://spdx.org/licenses/Ruby.json,191,https://spdx.org/licenses/Ruby.html,['https://www.ruby-lang.org/en/about/license.txt']
558,Ruby-pty,Ruby pty extension license,False,,False,https://spdx.org/licenses/Ruby-pty.json,473,https://spdx.org/licenses/Ruby-pty.html,"['https://github.com/ruby/ruby/blob/9f6deaa6888a423720b4b127b5314f0ad26cc2e6/ext/pty/pty.c#L775-L786', 'https://github.com/ruby/ruby/commit/0a64817fb80016030c03518fb9459f63c11605ea#diff-ef5fa30838d6d0cecad9e675cc50b24628cfe2cb277c346053fafcc36c91c204', 'https://github.com/ruby/ruby/commit/0a64817fb80016030c03518fb9459f63c11605ea#diff-fedf217c1ce44bda01f0a678d3ff8b198bed478754d699c527a698ad933979a0']"
559,SAX-PD,Sax Public Domain Notice,False,,False,https://spdx.org/licenses/SAX-PD.json,202,https://spdx.org/licenses/SAX-PD.html,['http://www.saxproject.org/copying.html']
560,SAX-PD-2.0,Sax Public Domain Notice 2.0,False,,False,https://spdx.org/licenses/SAX-PD-2.0.json,208,https://spdx.org/licenses/SAX-PD-2.0.html,['http://www.saxproject.org/copying.html']
561,Saxpath,Saxpath License,False,,False,https://spdx.org/licenses/Saxpath.json,66,https://spdx.org/licenses/Saxpath.html,['https://fedoraproject.org/wiki/Licensing/Saxpath_License']
562,SCEA,SCEA Shared Source License,False,,False,https://spdx.org/licenses/SCEA.json,616,https://spdx.org/licenses/SCEA.html,['http://research.scea.com/scea_shared_source_license.html']
563,SchemeReport,Scheme Language Report License,False,,False,https://spdx.org/licenses/SchemeReport.json,471,https://spdx.org/licenses/SchemeReport.html,[]
564,Sendmail,Sendmail License,False,,False,https://spdx.org/licenses/Sendmail.json,135,https://spdx.org/licenses/Sendmail.html,"['http://www.sendmail.com/pdfs/open_source/sendmail_license.pdf', 'https://web.archive.org/web/20160322142305/https://www.sendmail.com/pdfs/open_source/sendmail_license.pdf']"
565,Sendmail-8.23,Sendmail License 8.23,False,,False,https://spdx.org/licenses/Sendmail-8.23.json,226,https://spdx.org/licenses/Sendmail-8.23.html,"['https://www.proofpoint.com/sites/default/files/sendmail-license.pdf', 'https://web.archive.org/web/20181003101040/https://www.proofpoint.com/sites/default/files/sendmail-license.pdf']"
566,SGI-B-1.0,SGI Free Software License B v1.0,False,,False,https://spdx.org/licenses/SGI-B-1.0.json,630,https://spdx.org/licenses/SGI-B-1.0.html,['http://oss.sgi.com/projects/FreeB/SGIFreeSWLicB.1.0.html']
567,SGI-B-1.1,SGI Free Software License B v1.1,False,,False,https://spdx.org/licenses/SGI-B-1.1.json,50,https://spdx.org/licenses/SGI-B-1.1.html,['http://oss.sgi.com/projects/FreeB/']
568,SGI-B-2.0,SGI Free Software License B v2.0,False,True,False,https://spdx.org/licenses/SGI-B-2.0.json,192,https://spdx.org/licenses/SGI-B-2.0.html,['http://oss.sgi.com/projects/FreeB/SGIFreeSWLicB.2.0.pdf']
